Time,Wash Filtrate to Digester - Total Flow,Wash Filtrate Vertical Nozzle,White Liquor Flow to ITC,H-factor,H-factor Co-Current,H-factor Target,H-factor Counter-Current,Volumetric Chip Flow,Chip Mass Flow from Piles,Spruce Saw Mill Chips Share,Spruce Roundwood Chip Share,Pine Roundwood Chip Share,White Liquor Dosage to Top Circulation,White Liquor Dosage to ITC-circulation,Digester White Liquor Dosage,White Liquor Total Dosage,White Liquor Temperature,White Liquor Flow to Top Circulation,White Liquor Flow to Digester Top,White Liquor Flow to Digester Plant,White Liquor Flow to High Pressure Feeder,Chip Feeding Screw Speed,Digester Chip Level Bottom Sensor,Digester Chip Level Middle Sensor,Digester Chip Level Top Sensor,Digester Steam Space Temperature,Digester Pressure Control,Hot Spent Digester Liquor Specific Flow to Impregnation Vessel,Digester Production,Digester Long Level,Digester Chip Level Control,Digester Dilution Factor,Digester Short Level,Blow Kappa,Blow Temperature,Blow Production,Weak Black Liquor to Evaporation Plant Residual Alkali
2018-11-26 06:30:00,145.553,130.7988,0.768915,535.5092,289.1429,550.0,246.3664,659.4079,32.67686,0.0,0.0,99.86471,3.484258,0.399584,17.80158,20.99124,128.4626,6.699262,34.23026,40.35218,3.98048,37.86445,20.44071,20.08403,0.506679,146.3087,0.332642,2.700001,1103.49,88.8343,8.608656,2.221183,47.6013,29.29154,89.16176,1125.148,10.88
2018-11-26 06:40:00,143.461,129.3012,0.769982,545.7498,282.7542,550.0,262.9956,627.9121,30.88508,0.0,0.0,100.0752,3.417845,0.400126,17.80407,20.94804,128.5855,6.72609,34.24834,40.41678,4.000192,37.87888,19.3264,20.68297,0.366894,146.052,0.332716,2.699999,1103.79,88.92579,4.170218,2.172794,47.9906,29.39801,89.14557,1126.089,10.88
2018-11-26 06:50:00,143.7962,129.3944,0.772527,567.0777,286.4289,550.0,280.6488,607.9043,29.98185,0.0,0.0,100.2134,3.328589,0.400768,17.67748,20.72194,128.5636,6.377012,34.04174,39.84837,3.980137,37.89148,18.83198,18.66317,0.169082,146.2046,0.33369,2.700001,1103.801,88.83503,4.435008,2.188425,47.86673,29.6078,89.27774,1119.806,10.88
2018-11-26 07:00:00,142.8179,128.7565,0.766626,552.2736,288.1554,550.0,264.1182,645.7403,32.45597,0.0,0.0,100.1518,3.612419,0.39921,17.77229,21.10182,128.6095,6.759988,34.17449,40.36698,4.008699,37.89205,18.76352,18.26361,0.013648,146.2737,0.333766,2.7,1103.614,88.86645,1.704173,2.184723,48.21192,29.67519,89.29846,1111.734,10.88
2018-11-26 07:10:00,141.9608,127.9659,0.769818,538.3794,288.7152,550.0,249.6642,688.1231,35.01176,0.0,0.0,100.0717,3.609872,0.400167,17.68499,20.96167,128.5901,6.681029,34.02143,40.15773,4.005543,37.89364,18.19323,18.94677,1.027545,146.3357,0.333578,2.699999,1103.572,88.80019,0.202909,2.187266,48.15666,29.80795,89.18058,1105.063,10.88
2018-11-26 07:20:00,141.8923,127.6484,0.769195,536.8101,286.2145,550.0,250.5956,691.9234,34.87716,0.0,0.0,100.0081,3.67664,0.39963,17.658,21.01821,128.5908,7.05064,33.94408,40.44032,4.000165,37.8938,17.88676,17.85373,1.499364,146.2793,0.33421,2.700001,1103.882,88.78783,0.001339,2.20672,47.88989,29.846,89.09747,1101.928,10.88
2018-11-26 07:30:00,141.9976,127.7074,0.770644,551.8603,284.6376,550.0,267.2228,699.4109,34.96504,0.0,0.0,100.0219,3.616933,0.401001,17.70764,21.04117,128.5106,7.131631,34.12458,40.66142,4.027302,37.87175,18.61881,18.46679,1.528492,146.253,0.33416,2.7,1104.014,88.83815,0.469852,2.200977,47.95717,29.92097,89.0677,1099.164,10.88
2018-11-26 07:40:00,141.5739,127.6099,0.768807,531.4434,280.7546,550.0,250.6888,622.4256,32.35577,0.0,0.0,99.84483,3.581187,0.399795,17.73534,21.03039,128.4636,6.912231,34.11078,40.40102,3.989592,37.88247,19.59233,17.12697,1.453124,146.1325,0.334906,2.7,1103.398,88.8103,4.66626,2.216416,47.937,29.92097,88.99287,1105.271,10.88
2018-11-26 07:50:00,141.1368,126.953,0.769303,542.0225,279.5869,568.7,262.4356,598.5491,30.29555,0.0,0.0,99.99323,3.560682,0.399637,17.76903,21.05764,128.4278,6.92781,34.17189,40.58094,3.990743,37.87337,18.45957,16.29698,1.387686,146.1062,0.337675,2.7,1103.773,88.72725,3.333402,2.182627,47.79198,28.52162,89.05358,1103.526,10.88
2018-11-26 08:00:00,139.8523,125.7501,0.76873,565.1823,294.843,570.0,270.3392,650.4252,33.32064,0.0,0.0,100.26,3.665171,0.399455,17.82523,21.20168,128.4084,7.052112,34.29297,40.7712,3.974517,37.87686,18.41822,14.83815,1.56525,146.7515,0.340532,2.699999,1103.401,88.83744,0.125989,2.181564,48.09348,28.42433,89.04519,1094.91,10.88
2018-11-26 08:10:00,139.3508,125.4005,0.769913,580.0721,297.9592,570.0,282.1129,657.9658,33.5606,5.735929,2.206472,92.86674,3.773131,0.400061,17.7454,21.22027,128.3929,7.14765,34.12597,40.71055,4.009657,37.8589,18.16772,16.31901,1.319456,146.9144,0.342345,2.699999,1103.652,88.85107,0.446817,2.189423,48.23786,28.91813,89.08574,1090.636,10.88
2018-11-26 08:20:00,138.9405,125.1969,0.769303,567.422,300.9051,570.0,266.5169,505.9194,25.69146,29.39611,67.75565,3.108086,3.777183,0.399697,17.80025,21.30116,128.4363,7.384318,34.20359,41.03041,4.003796,37.88108,18.45471,17.88108,1.007591,147.0478,0.342802,2.7,1103.685,89.02088,0.436337,2.189106,48.67972,28.9614,89.0736,1086.975,10.88
2018-11-26 08:30:00,138.2665,124.5268,0.768292,565.3374,309.3817,570.0,255.9556,621.3287,34.83448,30.59219,70.88104,0.0,3.797651,0.399777,17.70678,21.20051,128.4795,7.329725,34.02544,40.82289,4.015354,37.89953,19.27823,20.00717,0.636866,147.4113,0.343399,2.699999,1103.229,89.03142,3.196698,2.198037,48.81108,29.208,89.02269,1088.388,10.88
2018-11-26 08:40:00,138.4621,124.4319,0.76791,579.2766,304.2497,570.0,275.0269,763.6431,38.35162,29.13319,70.5717,0.0,3.714203,0.399924,17.67625,21.11954,128.4787,7.213496,33.91005,40.59015,4.010376,37.87573,19.22434,18.3705,0.350894,147.2539,0.34402,2.700001,1103.59,89.07017,6.207637,2.2189,49.17965,29.208,89.08092,1093.396,10.88
2018-11-26 08:50:00,140.8359,126.4685,0.767529,561.8767,301.6573,570.0,260.2194,608.0027,33.11104,29.97174,70.90968,0.0,3.513005,0.400174,17.65705,20.87935,128.3735,6.783697,33.86892,40.1379,4.01325,37.88977,20.18367,20.2842,0.478649,147.1933,0.343801,2.7,1103.907,88.91196,7.118332,2.221598,48.73964,30.08062,88.97258,1099.278,10.88
2018-11-26 09:00:00,145.3796,130.4479,0.76702,567.3921,305.5906,570.0,261.8015,665.8062,35.83514,29.77846,69.70059,0.0,3.479994,0.399719,17.63431,20.8383,128.5145,6.748309,33.84169,39.96605,4.016111,37.89772,19.18372,18.93451,0.346587,147.3715,0.344345,2.7,1103.868,88.74477,7.003403,2.24357,48.39451,30.1343,88.92139,1121.682,10.88
2018-11-26 09:10:00,148.3421,133.5182,0.765621,580.5858,306.4554,570.0,274.1304,747.9116,36.14596,30.8729,70.75374,0.0,3.458391,0.39983,17.7663,20.93552,128.3109,6.632773,34.06867,40.08469,4.008634,37.88785,20.65296,19.9908,0.136483,147.4491,0.343663,2.700001,1103.426,88.83768,6.391219,2.228925,47.85371,29.88354,88.87376,1150.436,10.88
2018-11-26 09:20:00,149.2551,134.2037,0.764731,571.0951,295.7975,570.0,275.2977,696.1271,35.86847,30.13313,70.79407,0.0,3.475355,0.399353,17.85342,21.04392,128.2302,6.666273,34.23629,40.348,3.997253,37.89127,22.4847,19.16784,0.003507,147.0721,0.344022,2.699999,1103.661,89.1133,14.25903,2.219099,48.62423,29.63869,88.9202,1164.643,10.88
2018-11-26 09:30:00,150.7828,135.7263,0.770453,577.1402,308.3619,570.0,268.7783,679.1528,34.73178,32.50852,68.07205,0.0,3.694075,0.400963,17.78775,21.19038,128.2856,6.99169,34.15198,40.65528,4.015831,37.89276,20.35447,20.5186,0.268179,147.5812,0.34575,2.700001,1103.416,89.14315,16.64321,2.208355,49.1732,28.83418,89.01543,1174.896,10.88
2018-11-26 09:40:00,148.6254,133.7063,0.772399,577.6322,311.3619,570.0,266.2703,709.7809,35.33271,31.20393,68.72825,0.0,3.688128,0.400126,17.65164,21.07099,128.3603,7.146811,34.11688,40.72843,3.971631,38.13779,18.97439,19.20928,3.69e-06,147.7279,0.346618,2.691772,1110.464,88.97293,6.910048,2.198019,49.7341,28.81943,89.04042,1164.901,10.88
2018-11-26 09:50:00,153.4641,137.5859,0.802116,584.8763,308.5632,570.0,276.3131,687.2882,37.54617,30.6789,70.36227,0.0,3.970883,0.40059,17.65053,21.33322,128.1073,7.476914,35.42206,42.41503,4.030658,39.66806,20.15468,18.23679,0.292722,147.6491,0.344348,2.681483,1154.678,88.9199,6.796312,2.24654,48.93069,28.78995,88.994,1184.848,10.88
2018-11-26 10:00:00,156.6696,141.092,0.809491,561.8464,301.4448,570.0,260.4016,685.7956,36.66248,31.59547,68.21636,0.0,3.422114,0.399997,17.72947,20.89303,127.9603,7.114944,35.88663,42.41578,3.982357,39.97003,19.56327,19.45524,0.031857,147.3834,0.343877,2.69874,1164.599,88.92681,7.825987,2.191095,47.83984,29.15185,89.00573,1204.754,10.88
2018-11-26 10:10:00,153.8114,138.6786,0.808207,561.7742,303.1657,570.0,258.6085,780.4949,37.23976,30.45576,71.18626,0.0,3.474654,0.399834,17.74057,20.95171,127.9788,6.975535,35.91256,42.32319,4.017974,39.97062,17.94562,19.36322,0.024101,147.4388,0.344479,2.699964,1164.579,89.01113,2.66259,2.179738,48.13698,29.45173,89.14975,1197.466,10.88
2018-11-26 10:20:00,153.0578,137.6567,0.810896,579.4108,304.8175,545.05,274.5933,712.1194,36.99255,29.3965,70.21256,0.0,3.349907,0.400628,17.21503,20.31993,128.2782,6.750057,34.89356,41.10378,3.989058,39.98113,18.08979,19.22161,0.0,147.5111,0.341781,2.7,1164.711,88.86255,0.043883,2.205747,48.14618,28.87304,89.18939,1182.085,10.88
2018-11-26 10:30:00,152.4107,137.1893,0.807342,569.6396,301.7119,540.0,267.9277,704.6783,36.90978,28.44657,69.18277,0.0,3.294707,0.399012,16.98199,20.00946,128.5121,6.889729,34.35733,40.69864,3.992854,39.96889,18.25319,19.0756,0.0,147.3999,0.337859,2.699999,1164.459,88.64189,0.703724,2.187507,47.43104,28.80771,89.22119,1181.551,10.88
2018-11-26 10:40:00,152.6912,137.3985,0.809491,544.9978,291.3233,540.0,253.6745,655.5145,34.3258,30.7969,70.38952,0.0,3.537287,0.400513,17.0171,20.33492,128.3831,7.244964,34.41844,41.09692,4.0096,39.9685,19.69598,21.77821,0.0,147.0033,0.336324,2.7,1164.45,88.49688,4.319737,2.221042,46.95963,28.59107,89.22755,1183.254,10.88
2018-11-26 10:50:00,151.5624,136.4736,0.809993,549.0501,291.4663,540.0,257.5838,673.6377,36.16134,29.38199,70.18348,0.0,3.676885,0.399917,17.01256,20.42462,128.4206,7.434256,34.41936,41.33193,4.002009,39.97265,18.04546,20.33235,0.0,146.993,0.336257,2.7,1164.556,88.46705,1.274602,2.189284,46.83242,28.59585,89.24506,1176.238,10.88
2018-11-26 11:00:00,149.8553,134.9333,0.80923,540.2941,293.5197,540.0,246.7744,444.2288,35.39749,30.89223,69.61444,0.0,3.800805,0.400084,17.08883,20.5968,128.3833,7.624524,34.58091,41.70587,3.977315,39.97712,18.38668,19.63806,0.0,147.0906,0.335877,2.7,1164.613,88.51897,0.211499,2.192315,46.8581,28.7421,89.32138,1163.867,10.88
2018-11-26 11:10:00,150.9518,135.5856,0.808874,532.3085,297.7127,540.0,234.5958,190.0894,36.85228,29.28276,69.53433,0.0,3.808762,0.399898,17.07761,20.6233,128.3666,7.763423,34.56626,41.78822,3.998908,39.96839,22.63026,22.41161,0.0,147.2388,0.33616,2.700001,1164.596,88.59638,11.70651,2.226071,47.23205,28.7407,89.33096,1169.937,10.88
2018-11-26 11:20:00,151.5541,136.6001,0.808804,552.2337,297.5826,540.0,254.6511,671.4158,36.95864,29.54375,68.94642,0.0,3.977514,0.401344,17.10287,20.81894,128.3208,8.048938,34.59068,42.11853,4.012448,39.96707,21.15179,24.82527,0.0,147.2393,0.335679,2.7,1164.551,88.80407,13.25525,2.172295,48.02708,28.73135,89.42562,1186.472,10.88
2018-11-26 11:30:00,151.6567,136.4967,0.809262,574.627,303.9073,540.0,270.7198,733.4215,36.16763,30.54218,70.74335,0.0,4.198564,0.400003,17.04072,20.93261,128.3663,8.397497,34.47363,42.39528,4.017319,39.9783,22.3262,20.24615,0.0,147.4731,0.336441,2.700001,1164.54,88.90647,14.35469,2.213291,48.78329,28.6947,89.42419,1181.319,10.88
2018-11-26 11:40:00,154.4427,138.8986,0.810903,564.7816,303.951,540.0,260.8306,712.8186,36.92707,30.00492,72.2584,0.0,4.034012,0.400079,17.01975,20.8217,128.4296,8.350017,34.4255,42.19472,4.016442,39.97699,23.81633,23.23586,0.0,147.4811,0.336012,2.699999,1164.634,88.95356,22.73069,2.210543,48.49176,28.6203,89.42491,1194.698,10.88
2018-11-26 11:50:00,155.6931,140.0806,0.808843,545.7536,297.3495,540.0,248.4041,695.3963,37.10803,29.06606,71.17533,0.0,4.160806,0.399788,17.05905,20.98648,128.418,8.398463,34.52049,42.35683,4.020039,39.97514,23.7596,26.36256,0.0,147.2265,0.334702,2.7,1164.587,88.93224,27.36413,2.202076,48.57618,28.70441,89.40133,1208.245,10.88
2018-11-26 12:00:00,154.6324,139.2092,0.808995,550.0702,303.3896,540.0,246.6806,682.8196,35.43213,29.79571,69.86634,0.0,4.051148,0.399901,17.02172,20.80039,128.4795,8.334617,34.43305,42.15352,3.99358,39.97365,24.01408,25.26281,0.298248,147.4644,0.334563,2.700001,1164.459,88.88409,23.68555,2.209807,48.25397,28.75381,89.3906,1205.248,10.88
2018-11-26 12:10:00,157.2152,141.1795,0.807965,552.8607,301.714,540.0,251.1467,705.2773,36.65236,29.95412,69.01901,0.0,3.912775,0.399644,17.00433,20.6574,128.5167,7.779246,34.38956,41.68325,4.00164,39.97304,26.67232,26.20912,0.228086,147.3825,0.333734,2.7,1164.633,88.87687,34.98258,2.222336,48.41504,28.37269,89.37239,1220.348,10.88
2018-11-26 12:20:00,154.986,139.8008,0.809491,562.7662,306.8222,540.0,255.944,660.2886,36.15192,29.29692,69.46503,0.0,3.777584,0.400171,16.99883,20.51617,128.5186,7.236708,34.35443,41.12906,3.978509,39.96061,22.73221,25.97071,0.173496,147.5851,0.33334,2.7,1164.628,88.66703,27.48422,2.182944,47.8004,28.23173,89.50099,1224.762,10.88
2018-11-26 12:30:00,154.1037,138.6368,0.809491,571.5858,302.5879,540.0,268.9978,652.4989,36.26434,30.04094,70.36744,0.0,3.540466,0.400634,17.01789,20.31625,128.4706,7.046601,34.42764,40.98255,3.979229,39.9677,22.81773,25.34058,0.340178,147.42,0.332474,2.700001,1164.553,88.5919,20.28725,2.17822,47.77749,27.82765,89.47438,1206.317,10.88
2018-11-26 12:40:00,154.4326,139.0976,0.806821,559.4159,300.2452,540.0,259.1706,683.9942,35.5329,29.52541,70.74931,0.0,3.284574,0.399119,17.00486,20.0491,128.4924,6.66772,34.41337,40.53214,4.006881,39.96381,23.19392,23.06785,0.275537,147.3322,0.332421,2.7,1164.63,88.63418,22.17202,2.210265,47.83513,27.78155,89.42944,1205.383,10.88
2018-11-26 12:50:00,154.7362,139.1638,0.809599,554.8267,295.9349,540.0,258.8918,670.7102,35.88412,30.17118,70.75069,0.0,3.044363,0.400294,16.94802,19.75068,128.5465,6.075506,34.25689,39.84298,3.986952,39.97835,23.48944,22.35535,0.24005,147.1753,0.332036,2.7,1164.548,88.54771,24.9485,2.187255,47.43724,28.49217,89.46313,1211.611,10.88
2018-11-26 13:00:00,153.5894,138.5104,0.809764,567.3988,304.712,540.0,262.6868,715.3721,35.79531,30.07787,70.89921,0.0,2.770044,0.400404,16.93091,19.45296,128.5481,5.480334,34.2079,39.16473,3.985148,39.96592,20.52169,22.62005,0.010776,147.5078,0.33105,2.7,1164.485,88.46827,15.49631,2.19487,47.38932,28.4454,89.46926,1202.668,10.88
2018-11-26 13:10:00,152.3121,137.0544,0.809332,565.7889,306.6059,540.0,259.1831,793.838,37.21808,30.02894,70.45879,0.0,2.617053,0.399701,16.93481,19.31937,128.5523,5.457947,34.23307,39.14109,3.969605,39.97437,19.99032,19.98601,0.0,147.5852,0.33118,2.7,1164.586,88.32352,10.05738,2.203766,46.90037,28.12776,89.3815,1185.914,10.88
2018-11-26 13:20:00,151.2765,136.2387,0.808887,546.4712,297.6243,540.0,248.8469,731.3176,38.31217,30.42914,70.33801,0.0,2.958351,0.400103,17.0652,19.73664,128.5342,5.986119,34.50581,39.91309,4.015658,39.98057,20.5154,21.16218,0.0,147.2345,0.329782,2.700001,1164.562,88.43497,9.904986,2.201858,46.76362,28.12776,89.37073,1184.438,10.88
2018-11-26 13:30:00,151.0839,136.0217,0.807368,534.368,300.6821,540.0,233.686,392.4821,12.65246,12.40284,26.14113,0.0,2.759625,0.399521,17.01523,19.51155,128.5285,5.742986,34.38847,39.51777,4.028619,39.96662,20.18242,22.13213,0.0,147.3541,0.330038,2.699999,1164.563,88.48309,10.0139,2.197107,46.76393,28.12776,89.49986,1182.116,10.88
2018-11-26 13:40:00,151.6996,136.2653,0.806744,535.7984,296.6748,540.0,239.1237,795.8583,42.42481,29.29852,69.72841,0.0,3.045501,0.399871,17.03058,19.75881,128.4318,6.007758,34.42018,39.8486,4.012799,39.97714,21.75726,24.61606,0.0,147.2095,0.330311,2.700001,1164.536,88.645,13.7728,2.226304,47.36873,28.12776,89.46843,1182.596,10.88
2018-11-26 13:50:00,152.8143,137.5272,0.808525,545.1678,296.3388,540.0,248.8289,703.5704,38.12174,29.19574,68.75366,0.0,2.797358,0.401064,17.01057,19.53899,128.2171,5.706846,34.32349,39.47316,4.014382,39.96987,24.54913,26.15612,0.0,147.1831,0.329858,2.699999,1164.591,88.75986,21.70038,2.205583,47.68076,27.27105,89.42478,1198.237,10.88
2018-11-26 14:00:00,154.4193,138.8693,0.807202,572.2608,298.5905,540.0,273.6703,658.4431,35.81349,30.38303,70.76018,0.0,2.676586,0.400464,17.02857,19.4376,128.6507,5.460555,34.37995,39.25174,4.002782,39.9678,23.11961,24.3168,0.0,147.276,0.330174,2.7,1164.554,88.78183,25.85623,2.233117,47.76949,27.20325,89.55006,1211.597,10.88
2018-11-26 14:10:00,153.1736,137.9982,0.807202,558.0802,293.7061,540.0,264.3741,672.8916,34.64838,29.92188,69.18375,0.0,2.864461,0.400732,17.03028,19.63199,128.5678,5.610109,34.38491,39.46319,4.001628,39.97493,22.22143,22.0353,0.0,147.1019,0.329137,2.700001,1164.613,88.71147,20.30705,2.199654,47.70832,27.20325,89.7725,1205.099,10.88
2018-11-26 14:20:00,152.315,137.148,0.807304,542.5478,289.0851,540.0,253.4627,658.1459,36.28227,30.27352,70.40482,0.0,3.022925,0.399783,17.09258,19.80566,128.4256,6.139715,34.5095,40.04158,4.02991,39.97569,21.93555,24.13944,0.0,146.9012,0.328403,2.7,1164.546,88.76506,19.33516,2.180705,47.74874,27.12588,89.85586,1206.475,10.88
2018-11-26 14:30:00,151.9273,136.6205,0.807863,549.1869,296.6111,540.0,252.5757,716.3165,38.24907,30.04298,69.61739,0.0,2.796006,0.40072,17.01565,19.52281,128.3627,5.686788,34.3389,39.4914,4.019697,39.97638,22.11231,21.31538,0.0,147.197,0.328866,2.7,1164.515,88.72363,15.15994,2.210762,47.6318,26.59248,89.64246,1189.773,10.88
2018-11-26 14:40:00,153.7158,138.4056,0.548994,572.5499,264.7597,540.0,307.7902,738.9938,38.21659,31.0055,69.85263,0.0,2.986924,0.272158,18.06052,20.65934,127.8316,5.979168,36.66781,41.50198,4.005809,39.9719,24.99219,23.93687,1.6e-08,145.9116,0.310101,2.700005,1164.49,90.15774,26.55826,2.228362,53.95998,26.61487,89.65532,1207.12,10.88
2018-11-26 14:50:00,148.4613,133.8555,0.247412,547.2086,303.9101,540.0,243.2985,708.0514,38.04009,30.22026,71.006,0.0,1.921046,0.127333,16.97132,18.2047,128.6675,3.876856,34.25552,36.70762,4.000982,39.96222,18.62587,15.80666,0.0,147.2922,0.334762,2.699996,1164.596,89.51668,14.60342,2.098622,52.53357,26.635,89.67205,1220.65,10.88
2018-11-26 15:00:00,151.5648,135.8204,0.794966,594.3134,311.1285,540.0,283.1849,744.046,40.13718,29.12702,71.04228,0.0,2.328001,0.397825,17.02526,19.08249,128.7089,4.633216,34.36633,38.48099,4.014515,39.97269,21.75481,21.9603,0.016052,147.6882,0.33375,2.7,1164.405,89.42471,7.907747,2.227001,50.43395,26.6929,89.58281,1160.155,10.88
2018-11-26 15:10:00,153.6414,138.5716,0.80313,536.7216,294.6956,540.0,242.026,743.6199,38.75274,29.90773,69.94731,0.0,2.527899,0.399571,17.04487,19.27608,128.6944,5.103299,34.37571,38.93153,3.995928,39.97662,22.17824,21.1108,0.15783,147.1264,0.329167,2.700001,1164.495,89.1569,21.83045,2.160607,49.10066,26.81316,89.62834,1198.328,10.88
2018-11-26 15:20:00,149.8428,135.1047,0.805009,520.326,290.3709,540.0,229.9551,704.7259,35.86085,30.04259,68.9221,0.0,2.751004,0.399935,17.02781,19.50408,128.6836,5.601968,34.36828,39.38773,3.990463,39.97853,19.90289,20.01463,0.0,146.9636,0.327447,2.699999,1164.443,89.02273,10.35096,2.057467,48.80651,27.57083,89.62744,1192.757,10.88
2018-11-26 15:30:00,148.3955,133.5086,0.806916,537.4191,289.7227,540.0,247.6964,664.4946,34.89434,30.23987,70.95775,0.0,2.431596,0.40026,17.02212,19.17151,128.6971,4.808671,34.35511,38.65401,3.997578,39.96906,20.56999,21.41864,0.0,146.9336,0.325205,2.7,1164.412,88.95294,7.821325,2.112146,48.24489,27.85822,89.59977,1172.868,10.88
2018-11-26 15:40:00,149.0507,134.0619,0.805962,553.5715,294.5345,540.0,259.0371,627.9762,34.05922,30.52622,70.28327,0.0,2.369382,0.399927,17.01611,19.13784,128.6438,4.823043,34.32193,38.6224,3.982719,39.96672,19.9181,19.81094,0.0,147.1191,0.327354,2.700001,1164.59,88.78194,8.581287,2.077214,47.568,28.15791,89.80519,1175.143,10.88
2018-11-26 15:50:00,150.3367,135.1483,0.808442,562.6955,297.3375,540.0,265.3579,693.8118,35.04222,30.15107,70.64525,0.0,2.87758,0.400457,17.0275,19.61396,128.5742,5.78697,34.37858,39.60789,3.98229,39.96889,23.4953,22.46428,0.192372,147.22,0.327649,2.7,1164.565,88.82456,12.73063,2.13345,48.01388,28.18221,90.00437,1174.156,10.88
2018-11-26 16:00:00,152.7753,137.5798,0.806433,559.671,290.7213,540.0,268.9497,700.4032,36.25313,31.02789,70.48674,0.0,3.322042,0.400672,17.02062,20.07732,128.5183,6.287926,34.33436,40.18077,3.988806,39.96861,22.53045,23.87467,0.386673,146.9685,0.327062,2.7,1164.339,88.93876,24.80736,2.1135,48.45217,27.18033,90.13483,1203.72,10.88
2018-11-26 16:10:00,151.8443,136.4562,0.806821,541.003,289.2309,540.0,251.7721,701.9228,36.50651,31.25956,70.9086,0.0,3.087309,0.399672,17.02464,19.78656,128.4286,6.047888,34.3476,39.84436,3.982113,39.96687,24.0089,22.87774,0.263288,146.9165,0.327158,2.7,1164.45,88.94785,18.80712,2.112045,48.48664,26.96781,90.08393,1192.364,10.88
2018-11-26 16:20:00,154.0287,138.6972,0.807202,523.7726,289.5831,540.0,234.1895,730.3237,37.9371,30.23524,70.8169,0.0,2.841701,0.400302,17.02834,19.59448,128.3836,5.703307,34.36797,39.5031,4.006647,39.97521,24.29601,23.88894,0.080288,146.9207,0.326442,2.7,1164.757,88.98727,26.01148,2.111412,48.43373,26.98186,90.11121,1204.809,10.88
2018-11-26 16:30:00,154.8916,139.2763,0.807965,553.1863,288.807,540.0,264.3793,679.7662,36.33458,29.84034,70.2866,0.0,2.599143,0.399889,17.6271,19.93569,128.1838,5.153398,35.60961,40.21378,4.015183,39.96577,23.31586,23.94525,0.107742,146.8883,0.325386,2.700001,1164.528,89.08175,27.70644,2.101407,48.77288,26.98764,90.3126,1216.477,10.88
2018-11-26 16:40:00,152.1603,137.1928,0.806439,547.6909,289.4674,540.0,258.2235,681.1649,35.00416,30.4076,70.21292,0.0,2.234394,0.399075,17.66531,19.62108,127.9618,4.473371,35.6276,39.50663,3.983368,39.97457,20.50424,23.89146,0.002188,146.9201,0.325996,2.7,1164.603,89.0145,15.15064,2.083499,48.56118,27.1809,90.21339,1200.624,10.88
2018-11-26 16:50:00,150.4468,135.3218,0.807965,528.9111,291.087,540.0,237.8241,653.3084,35.82475,29.97324,71.33135,0.0,2.150316,0.399759,17.94279,19.8099,128.0168,4.39837,36.184,39.97578,4.011702,39.96611,19.18204,22.38911,0.0,146.993,0.326039,2.699999,1164.549,88.97914,6.062667,2.083773,48.47744,27.17363,90.27056,1174.507,10.88
2018-11-26 17:00:00,149.2854,134.5158,0.805765,559.1802,291.4614,540.0,267.7188,713.4509,35.78833,29.03467,70.07206,0.0,2.137375,0.400113,17.6146,19.47734,128.1781,4.298437,35.45378,39.21737,3.964917,39.97212,20.38386,23.33623,0.0,146.9771,0.326027,2.7,1164.461,88.88196,7.022705,2.096649,48.23621,26.86929,90.3275,1172.413,10.88
2018-11-26 17:10:00,149.5897,134.4098,0.807406,556.224,288.331,540.0,267.893,636.8742,35.05791,29.71601,69.22847,0.0,2.216643,0.400141,17.47188,19.41569,128.3284,4.414047,35.18169,39.0445,4.012538,39.97673,19.4539,22.86914,0.0,146.8769,0.326487,2.699999,1164.411,88.78735,7.917087,2.08823,47.81072,26.86929,90.30493,1172.355,10.88
2018-11-26 17:20:00,149.5927,134.6502,0.805378,541.8676,290.3228,540.0,251.5449,667.1815,35.62026,30.07827,69.65192,0.0,2.327484,0.400001,17.59949,19.63989,128.245,4.676958,35.43628,39.52468,3.971536,39.98701,19.63283,23.87502,0.0,146.9634,0.325552,2.7,1164.681,88.83062,4.89069,2.086968,47.95044,26.86929,90.15544,1164.762,10.88
2018-11-26 17:30:00,148.2318,133.6482,0.803604,533.0237,287.4414,540.0,245.5823,670.6218,35.41943,30.02765,69.22611,0.0,2.458021,0.400052,17.58883,19.74492,128.319,4.980042,35.3768,39.73345,4.004247,39.97166,19.01307,24.19367,0.0,146.8215,0.325353,2.700001,1164.446,88.75777,3.304494,2.083182,47.86732,26.86929,90.12328,1159.306,10.88
2018-11-26 17:40:00,148.0256,133.1452,0.804233,529.1445,285.0854,540.0,244.0591,687.2273,35.72664,28.68702,70.39087,0.0,2.570794,0.399573,17.53289,19.79526,128.3121,5.299095,35.12947,39.83916,4.023405,39.98503,20.07991,23.94526,0.0,146.7614,0.32574,2.700001,1164.582,88.72334,5.679322,2.089843,47.89929,26.86929,90.07094,1161.664,10.88
2018-11-26 17:50:00,147.5039,132.7942,0.805511,537.3957,288.8284,540.0,248.5673,744.7099,35.37746,29.56876,68.66616,0.0,2.579225,0.401189,17.46043,19.76147,128.2943,5.352758,35.15572,39.80689,3.998544,39.96871,20.13915,22.00025,0.0,146.8976,0.325975,2.7,1164.461,88.7657,8.768703,2.102899,48.23349,26.90731,89.88873,1162.967,10.88
